image_path,class,avg_ear,left_ear,right_ear,mar,head_pitch,head_yaw,head_roll,face_visibility_score,eye_visibility,mouth_visibility,eyes_occluded,mouth_occluded,image_width,image_height
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0000.jpg,ALERT,0.1818270818971906,0.194044465721801,0.16960969807258017,0.9566325530062939,174.99261005428085,-2.3242131358054285,-0.6389615685833039,0.7438182174022463,0.9608109457182628,0.52682548908623,False,True,478,850
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0001.jpg,ALERT,0.21341120125749358,0.23022703718463253,0.19659536533035463,0.9574809662912396,177.3507520942627,-2.209210030785767,0.29802247771240853,0.8144889475732064,1.0,0.6289778951464129,False,False,478,850
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0002.jpg,ALERT,0.20516953699883173,0.2166720624196639,0.1936670115779995,0.9529144079204765,178.89902256571258,-2.4977577422014763,-0.2373414783508573,0.9075219423376222,1.0,0.8150438846752444,False,False,478,850
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0003.jpg,ALERT,0.21453278036964818,0.21545310416896873,0.2136124565703276,0.9400867082023923,-178.89348379064086,-3.16337967957029,-0.3978832523383174,0.9132743390141145,1.0,0.826548678028229,False,False,478,850
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0004.jpg,ALERT,0.23907353343073467,0.2465431480915883,0.23160391876988104,0.9546196622995353,-177.30523776642545,-3.008043915057407,0.041542665925283,0.8713996863704784,1.0,0.7427993727409568,False,False,478,850
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0005.jpg,ALERT,0.24387083824739658,0.25328796527552067,0.23445371121927247,0.9316328638266803,-175.74622169249076,-2.9939943595100424,0.11043128112864814,0.9217845350639107,1.0,0.8435690701278213,False,False,478,850
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0006.jpg,ALERT,0.2324202040272988,0.23823073651237317,0.22660967154222444,0.9627295489061246,-179.75995960149098,-2.5663055612893646,-0.2839800049566803,0.8744388235719518,1.0,0.7488776471439037,False,False,478,850
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0007.jpg,ALERT,0.23357595504418482,0.24663970997560958,0.22051220011276004,0.9753391593723862,179.56652021140252,-3.506578855109666,-0.034369421444368005,0.8962344723853943,1.0,0.7924689447707886,False,False,478,850
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0008.jpg,ALERT,0.22278314225356768,0.23747382014865595,0.20809246435847942,0.9417960247546724,-178.83051912941585,-3.5666172487636056,0.3083468094216174,0.839799502862147,1.0,0.679599005724294,False,False,478,850
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0009.jpg,ALERT,0.22428422038561996,0.24035601039835364,0.20821243037288625,0.9515804539151139,-177.98914423536874,-2.9803064051535,-0.3890712549360462,0.7878380105248926,1.0,0.575676021049785,False,True,478,850
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0010.jpg,ALERT,0.24588175583485022,0.25377753979198486,0.23798597187771559,0.9864439142248068,-172.84067108932337,-0.9779273449102579,-3.60281324426535,0.5091106603603202,0.5436085470040565,0.47461277371658395,True,True,478,850
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0011.jpg,ALERT,0.2565487288584407,0.28241079603260205,0.23068666168427931,0.9633055777430014,-173.68718971579884,1.2143216183611596,-4.122077948927896,0.2697132396713251,0.12889917989101368,0.4105272994516366,True,True,478,850
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0012.jpg,ALERT,0.24089005019277931,0.25576944530622975,0.22601065507932888,0.9589261591423694,-171.22009538561562,-1.9140948888350593,-0.06484791587521345,0.3314999742388163,0.36908304471357595,0.2939169037640566,True,True,478,850
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0013.jpg,ALERT,0.22871866005866476,0.24922468562787262,0.20821263448945693,0.965677202408681,-178.01031435494298,-4.860542688524529,-0.30781099424296665,0.5075068077203974,0.4541928022404484,0.5608208132003463,True,True,478,850
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0014.jpg,ALERT,0.2275692602835519,0.24535458225013712,0.20978393831696668,0.9731456011591548,-179.38790963287082,-4.198222938497958,0.6714900554107172,0.5351438617525962,0.47869885051137173,0.5915888729938207,True,True,478,850
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0015.jpg,ALERT,0.2300979341489795,0.24678713470934938,0.2134087335886096,0.9559310927059159,-177.3192047806733,-4.547520146964481,0.6665720792648626,0.5920233917586828,0.5327410979223202,0.6513056855950455,True,False,478,850
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0016.jpg,ALERT,0.23100345159814661,0.24878974764899472,0.21321715554729853,0.9828360530440754,-179.4988094486635,-4.075657649404182,0.6795909649071241,0.6429955730558445,0.5479771736816327,0.7380139724300564,True,False,478,850
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0017.jpg,ALERT,0.22519741478608407,0.24545023696510215,0.20494459260706602,0.9493173396860864,179.7634587766227,-3.662398438815488,0.9517415096374661,0.6057770443842239,0.5345169466329717,0.6770371421354762,True,False,478,850
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0018.jpg,ALERT,0.22021940914654364,0.23996154539886902,0.20047727289421824,0.9721566838900597,-176.62677555442355,-3.2817398485703793,-0.10618183393465329,0.3813952527240132,0.3371675053628167,0.4256230000852097,True,True,478,850
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0019.jpg,ALERT,0.20602272227160937,0.2629841876230479,0.1490612569201708,1.014102889034533,-177.25992088231845,2.4071810540324394,-6.448226091163239,0.6118983367405859,1.0,0.2237966734811718,False,True,478,850
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0020.jpg,ALERT,0.2367425588235324,0.23655634558443925,0.23692877206262555,0.9611433143223211,-176.16407217978326,-1.829850350277683,-6.432018437485895,0.4469173600223055,0.4760945302517492,0.41774018979286176,True,True,478,850
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0021.jpg,ALERT,0.22912117501938964,0.23816951834586506,0.22007283169291422,0.9947649179442577,-177.21129627373455,-3.3747680705777157,-3.163662628701178,0.5889423997385314,0.8253173862510209,0.35256741322604185,False,True,478,850
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0022.jpg,ALERT,0.20983158208019237,0.1703798051435711,0.24928335901681367,0.8480847486910392,170.61187491473788,11.218486219982083,-3.714741559408665,0.11182665882431334,0.13788046788124692,0.08577284976737977,True,True,478,850
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0024.jpg,ALERT,0.21636953479383203,0.16774584770883308,0.26499322187883095,0.9430768645929155,152.95413851747944,10.880836762040557,-0.8903224570998755,0.5732538859046934,1.0,0.14650777180938682,False,True,478,850
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0025.jpg,ALERT,0.22674659734924185,0.2581463658806976,0.19534682881778612,1.1260977399516117,162.88715768706513,-27.32873831991589,-4.515943074215192,0.8889758579678118,1.0,0.7779517159356234,False,False,478,850
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0026.jpg,ALERT,0.21491418792052303,0.23418097585922443,0.1956473999818216,1.2316823561162424,-78.35097855041715,32.55952191225548,31.067910815511166,1.0,1.0,1.0,False,False,478,850
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0027.jpg,ALERT,0.21780703336742355,0.26749920206905253,0.16811486466579456,1.231945830495047,160.1098009861774,-38.022049125080166,-1.4512003663927642,1.0,1.0,1.0,False,False,478,850
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0028.jpg,ALERT,0.1669365769554419,0.17121427737888778,0.16265887653199604,0.9474724908498865,159.61250253880985,-6.75312625812131,2.819633302218664,1.0,1.0,1.0,False,False,478,850
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0029.jpg,ALERT,0.17157732619553323,0.16425236699667453,0.1789022853943919,0.9602479556933148,161.12722526647497,-5.126255173048449,1.5781026284264876,1.0,1.0,1.0,False,False,478,850
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0030.jpg,ALERT,0.16950574338312374,0.17109596669717755,0.16791552006906993,0.9489682234826792,159.98066137258078,-4.066622194026857,1.3530676324951534,1.0,1.0,1.0,False,False,478,850
datasets\raw\custom_pakistani\ALERT\abrar_alert_normal_0031.jpg,ALERT,0.10123271706489492,0.11196992948961051,0.09049550464017934,0.9505609036379165,162.03307096251248,-3.383893187831518,1.9140567965648938,1.0,1.0,1.0,False,False,478,850
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0000.jpg,ALERT,0.20638633272010726,0.2770056789441329,0.13576698649608163,0.9056107600991811,-176.7073644051632,9.118614777988746,0.1079110637481554,0.17407887179015935,0.2268671404703602,0.1212906031099585,True,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0001.jpg,ALERT,0.26183625954804524,0.26698652917120413,0.2566859899248864,0.8773669731082667,-179.16896763082266,6.41584322836704,2.4373542777124797,0.5884940836207552,0.7390038191218261,0.4379843481196843,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0002.jpg,ALERT,0.2740255441157397,0.29232845282237546,0.25572263540910395,0.8513060395708217,174.290875874742,8.63902673577795,0.6191541711399016,0.7292224937935363,0.8371957591356481,0.6212492284514244,False,False,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0003.jpg,ALERT,0.27865250541906966,0.2731667241127089,0.2841382867254304,0.8892305644201262,173.53710334977842,6.131030754396325,0.4118444081527463,0.7981547310427866,0.997914192956647,0.5983952691289263,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0004.jpg,ALERT,0.2638245861987193,0.26175393689293186,0.2658952355045067,0.9033319573858671,179.44938904572376,6.064361396533678,0.9496406461911678,0.6661600384635804,0.8120190419961275,0.5203010349310334,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0005.jpg,ALERT,0.27596764449545486,0.27841309430238986,0.2735221946885199,0.921574337919442,-177.65107930511638,6.3307614753934836,0.4925583432463279,0.5370501671908083,0.7047372741125523,0.36936306026906435,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0006.jpg,ALERT,0.25797742665005624,0.2621404979450272,0.2538143553550853,0.8997567222441736,-177.7784332300369,6.411290706264935,0.6606294347496651,0.5777532689754216,0.798266939321568,0.3572395986292751,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0007.jpg,ALERT,0.2624412688839138,0.2665615030936461,0.25832103467418144,0.9171448722280648,-179.06544172017527,6.471115553530728,0.6417828844362257,0.5781789477418864,0.7398316957912199,0.4165261996925529,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0008.jpg,ALERT,0.2659037833567528,0.2711744701183241,0.26063309659518147,0.8992249431132094,-179.3129221059846,6.147310430214789,0.913884606355498,0.5494905786109574,0.6912677454187443,0.4077134118031706,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0009.jpg,ALERT,0.2682072877094531,0.257188971371556,0.27922560404735025,0.8859136859182758,176.56742062570942,7.238488509706281,-0.618380866946564,0.7374314376155862,0.8451238311028519,0.6297390441283204,False,False,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0010.jpg,ALERT,0.3008772213528381,0.2947289213229576,0.3070255213827187,0.8929325639466116,176.1907602405954,5.787815801332249,0.2025997843784766,0.796510670847751,1.0,0.5930213416955018,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0011.jpg,ALERT,0.30550228588152384,0.30686835728057044,0.3041362144824773,0.8775672082441109,178.8921415868714,6.610805471891868,0.6535677697959446,0.8229164032011773,1.0,0.6458328064023547,False,False,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0012.jpg,ALERT,0.3067597515180531,0.31612962620128754,0.29738987683481877,0.8749026364535533,176.62555668831683,6.411797280922814,0.29552122495195954,0.7940527862519877,1.0,0.5881055725039754,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0013.jpg,ALERT,0.2991900723645997,0.3023665930730689,0.2960135516561305,0.8903655302389606,176.1026773600437,4.470702177984601,0.13978980011628384,0.7995675200415038,1.0,0.5991350400830077,False,True,848,478
datasets\raw\custom_pakistani\ALERT\areeb_alert_normal_0014.jpg,ALERT,0.20425877996545955,0.21209683927795783,0.19642072065296123,0.8931327428761036,174.87428470651074,2.512083501658,0.25957373074843576,0.6179933922936193,0.6783616367803947,0.5576251478068438,False,True,848,478
